Date,Sales,GDP,Unemployment,Population,Popularity
24-06-2016,2965,2294.8,5.42%,"1,33,86,36,340",5.5
25-06-2016,7866,2294.8,5.42%,"1,33,86,36,340",5.5
26-06-2016,1068,2294.8,5.42%,"1,33,86,36,340",5.5
27-06-2016,7090,2294.8,5.42%,"1,33,86,36,340",5.5
28-06-2016,5523,2294.8,5.42%,"1,33,86,36,340",5.5
29-06-2016,7530,2294.8,5.42%,"1,33,86,36,340",5.5
30-06-2016,5343,2294.8,5.42%,"1,33,86,36,340",5.5
01-07-2016,3028,2294.8,5.42%,"1,33,86,36,340",5.5
02-07-2016,6502,2294.8,5.42%,"1,33,86,36,340",5.5
03-07-2016,3603,2294.8,5.42%,"1,33,86,36,340",5.5
04-07-2016,4675,2294.8,5.42%,"1,33,86,36,340",5.5
05-07-2016,254,2294.8,5.42%,"1,33,86,36,340",5.5
06-07-2016,7392,2294.8,5.42%,"1,33,86,36,340",5.5
07-07-2016,2684,2294.8,5.42%,"1,33,86,36,340",5.5
08-07-2016,3779,2294.8,5.42%,"1,33,86,36,340",5.5
09-07-2016,573,2294.8,5.42%,"1,33,86,36,340",5.5
10-07-2016,5420,2294.8,5.42%,"1,33,86,36,340",5.5
11-07-2016,429,2294.8,5.42%,"1,33,86,36,340",5.5
12-07-2016,7350,2294.8,5.42%,"1,33,86,36,340",5.5
13-07-2016,5397,2294.8,5.42%,"1,33,86,36,340",5.5
14-07-2016,1628,2294.8,5.42%,"1,33,86,36,340",5.5
15-07-2016,3483,2294.8,5.42%,"1,33,86,36,340",5.5
16-07-2016,2300,2294.8,5.42%,"1,33,86,36,340",5.5
17-07-2016,379,2294.8,5.42%,"1,33,86,36,340",5.5
18-07-2016,5422,2294.8,5.42%,"1,33,86,36,340",5.5
19-07-2016,7492,2294.8,5.42%,"1,33,86,36,340",5.5
20-07-2016,3184,2294.8,5.42%,"1,33,86,36,340",5.5
21-07-2016,1228,2294.8,5.42%,"1,33,86,36,340",5.5
22-07-2016,3793,2294.8,5.42%,"1,33,86,36,340",5.5
23-07-2016,7812,2294.8,5.42%,"1,33,86,36,340",5.5
24-07-2016,7287,2294.8,5.42%,"1,33,86,36,340",5.5
25-07-2016,6167,2294.8,5.42%,"1,33,86,36,340",5.5
26-07-2016,514,2294.8,5.42%,"1,33,86,36,340",5.5
27-07-2016,5725,2294.8,5.42%,"1,33,86,36,340",5.5
28-07-2016,624,2294.8,5.42%,"1,33,86,36,340",5.5
29-07-2016,7805,2294.8,5.42%,"1,33,86,36,340",5.5
30-07-2016,724,2294.8,5.42%,"1,33,86,36,340",5.5
31-07-2016,637,2294.8,5.42%,"1,33,86,36,340",5.5
01-08-2016,5722,2294.8,5.42%,"1,33,86,36,340",5.5
02-08-2016,6845,2294.8,5.42%,"1,33,86,36,340",5.5
03-08-2016,2512,2294.8,5.42%,"1,33,86,36,340",5.5
04-08-2016,3623,2294.8,5.42%,"1,33,86,36,340",5.5
05-08-2016,859,2294.8,5.42%,"1,33,86,36,340",5.5
06-08-2016,3945,2294.8,5.42%,"1,33,86,36,340",5.5
07-08-2016,2584,2294.8,5.42%,"1,33,86,36,340",5.5
08-08-2016,3602,2294.8,5.42%,"1,33,86,36,340",5.5
09-08-2016,5317,2294.8,5.42%,"1,33,86,36,340",5.5
10-08-2016,4500,2294.8,5.42%,"1,33,86,36,340",5.5
11-08-2016,3814,2294.8,5.42%,"1,33,86,36,340",5.5
12-08-2016,7747,2294.8,5.42%,"1,33,86,36,340",5.5
13-08-2016,6579,2294.8,5.42%,"1,33,86,36,340",5.5
14-08-2016,7488,2294.8,5.42%,"1,33,86,36,340",5.5
15-08-2016,2648,2294.8,5.42%,"1,33,86,36,340",5.5
16-08-2016,5990,2294.8,5.42%,"1,33,86,36,340",5.5
17-08-2016,4463,2294.8,5.42%,"1,33,86,36,340",5.5
18-08-2016,5146,2294.8,5.42%,"1,33,86,36,340",5.5
19-08-2016,593,2294.8,5.42%,"1,33,86,36,340",5.5
20-08-2016,7979,2294.8,5.42%,"1,33,86,36,340",5.5
21-08-2016,6127,2294.8,5.42%,"1,33,86,36,340",5.5
22-08-2016,6493,2294.8,5.42%,"1,33,86,36,340",5.5
23-08-2016,1516,2294.8,5.42%,"1,33,86,36,340",5.5
24-08-2016,2471,2294.8,5.42%,"1,33,86,36,340",5.5
25-08-2016,3991,2294.8,5.42%,"1,33,86,36,340",5.5
26-08-2016,668,2294.8,5.42%,"1,33,86,36,340",5.5
27-08-2016,3527,2294.8,5.42%,"1,33,86,36,340",5.5
28-08-2016,537,2294.8,5.42%,"1,33,86,36,340",5.5
29-08-2016,5032,2294.8,5.42%,"1,33,86,36,340",5.5
31-08-2016,7653,2294.8,5.42%,"1,33,86,36,340",5.5
01-09-2016,4061,2294.8,5.42%,"1,33,86,36,340",5.5
02-09-2016,3611,2294.8,5.42%,"1,33,86,36,340",5.5
03-09-2016,3818,2294.8,5.42%,"1,33,86,36,340",5.5
04-09-2016,4308,2294.8,5.42%,"1,33,86,36,340",5.5
05-09-2016,7726,2294.8,5.42%,"1,33,86,36,340",5.5
06-09-2016,1164,2294.8,5.42%,"1,33,86,36,340",5.5
07-09-2016,951,2294.8,5.42%,"1,33,86,36,340",5.5
08-09-2016,6552,2294.8,5.42%,"1,33,86,36,340",5.5
09-09-2016,732,2294.8,5.42%,"1,33,86,36,340",5.5
10-09-2016,3246,2294.8,5.42%,"1,33,86,36,340",5.5
11-09-2016,5250,2294.8,5.42%,"1,33,86,36,340",5.5
12-09-2016,5496,2294.8,5.42%,"1,33,86,36,340",5.5
13-09-2016,5260,2294.8,5.42%,"1,33,86,36,340",5.5
14-09-2016,2398,2294.8,5.42%,"1,33,86,36,340",5.5
15-09-2016,2520,2294.8,5.42%,"1,33,86,36,340",5.5
16-09-2016,6814,2294.8,5.42%,"1,33,86,36,340",5.5
17-09-2016,3152,2294.8,5.42%,"1,33,86,36,340",5.5
18-09-2016,4200,2294.8,5.42%,"1,33,86,36,340",5.5
19-09-2016,5110,2294.8,5.42%,"1,33,86,36,340",5.5
20-09-2016,2515,2294.8,5.42%,"1,33,86,36,340",5.5
21-09-2016,4385,2294.8,5.42%,"1,33,86,36,340",5.5
22-09-2016,1661,2294.8,5.42%,"1,33,86,36,340",5.5
23-09-2016,1161,2294.8,5.42%,"1,33,86,36,340",5.5
24-09-2016,3903,2294.8,5.42%,"1,33,86,36,340",5.5
25-09-2016,3248,2294.8,5.42%,"1,33,86,36,340",5.5
26-09-2016,1713,2294.8,5.42%,"1,33,86,36,340",5.5
27-09-2016,828,2294.8,5.42%,"1,33,86,36,340",5.5
28-09-2016,775,2294.8,5.42%,"1,33,86,36,340",5.5
29-09-2016,3794,2294.8,5.42%,"1,33,86,36,340",5.5
30-09-2016,1496,2294.8,5.42%,"1,33,86,36,340",5.5
31-9-2016,7891,2294.8,5.42%,"1,33,86,36,340",5.5
01-10-2016,688,2294.8,5.42%,"1,33,86,36,340",5.5
02-10-2016,4720,2294.8,5.42%,"1,33,86,36,340",5.5
03-10-2016,6389,2294.8,5.42%,"1,33,86,36,340",5.5
04-10-2016,4710,2294.8,5.42%,"1,33,86,36,340",5.5
05-10-2016,4718,2294.8,5.42%,"1,33,86,36,340",5.5
06-10-2016,7890,2294.8,5.42%,"1,33,86,36,340",5.5
07-10-2016,6223,2294.8,5.42%,"1,33,86,36,340",5.5
08-10-2016,1171,2294.8,5.42%,"1,33,86,36,340",5.5
09-10-2016,4365,2294.8,5.42%,"1,33,86,36,340",5.5
10-10-2016,4517,2294.8,5.42%,"1,33,86,36,340",5.5
11-10-2016,3968,2294.8,5.42%,"1,33,86,36,340",5.5
12-10-2016,7081,2294.8,5.42%,"1,33,86,36,340",5.5
13-10-2016,1058,2294.8,5.42%,"1,33,86,36,340",5.5
14-10-2016,6565,2294.8,5.42%,"1,33,86,36,340",5.5
15-10-2016,2348,2294.8,5.42%,"1,33,86,36,340",5.5
16-10-2016,3151,2294.8,5.42%,"1,33,86,36,340",5.5
17-10-2016,1015,2294.8,5.42%,"1,33,86,36,340",5.5
18-10-2016,670,2294.8,5.42%,"1,33,86,36,340",5.5
19-10-2016,3222,2294.8,5.42%,"1,33,86,36,340",5.5
20-10-2016,3962,2294.8,5.42%,"1,33,86,36,340",5.5
21-10-2016,3028,2294.8,5.42%,"1,33,86,36,340",5.5
22-10-2016,3961,2294.8,5.42%,"1,33,86,36,340",5.5
23-10-2016,1829,2294.8,5.42%,"1,33,86,36,340",5.5
24-10-2016,6009,2294.8,5.42%,"1,33,86,36,340",5.5
25-10-2016,1163,2294.8,5.42%,"1,33,86,36,340",5.5
26-10-2016,2308,2294.8,5.42%,"1,33,86,36,340",5.5
27-10-2016,6864,2294.8,5.42%,"1,33,86,36,340",5.5
28-10-2016,6617,2294.8,5.42%,"1,33,86,36,340",5.5
29-10-2016,4018,2294.8,5.42%,"1,33,86,36,340",5.5
30-10-2016,902,2294.8,5.42%,"1,33,86,36,340",5.5
01-11-2016,3125,2294.8,5.42%,"1,33,86,36,340",5.5
02-11-2016,2390,2294.8,5.42%,"1,33,86,36,340",5.5
03-11-2016,2348,2294.8,5.42%,"1,33,86,36,340",5.5
04-11-2016,3857,2294.8,5.42%,"1,33,86,36,340",5.5
05-11-2016,6250,2294.8,5.42%,"1,33,86,36,340",5.5
06-11-2016,2844,2294.8,5.42%,"1,33,86,36,340",5.5
07-11-2016,1898,2294.8,5.42%,"1,33,86,36,340",5.5
08-11-2016,1374,2294.8,5.42%,"1,33,86,36,340",5.5
09-11-2016,2369,2294.8,5.42%,"1,33,86,36,340",5.5
10-11-2016,3146,2294.8,5.42%,"1,33,86,36,340",5.5
11-11-2016,3111,2294.8,5.42%,"1,33,86,36,340",5.5
12-11-2016,3241,2294.8,5.42%,"1,33,86,36,340",5.5
13-11-2016,809,2294.8,5.42%,"1,33,86,36,340",5.5
14-11-2016,3162,2294.8,5.42%,"1,33,86,36,340",5.5
15-11-2016,5461,2294.8,5.42%,"1,33,86,36,340",5.5
16-11-2016,5909,2294.8,5.42%,"1,33,86,36,340",5.5
17-11-2016,4379,2294.8,5.42%,"1,33,86,36,340",5.5
18-11-2016,2296,2294.8,5.42%,"1,33,86,36,340",5.5
19-11-2016,5871,2294.8,5.42%,"1,33,86,36,340",5.5
20-11-2016,2742,2294.8,5.42%,"1,33,86,36,340",5.5
21-11-2016,4476,2294.8,5.42%,"1,33,86,36,340",5.5
22-11-2016,4201,2294.8,5.42%,"1,33,86,36,340",5.5
23-11-2016,4949,2294.8,5.42%,"1,33,86,36,340",5.5
24-11-2016,6578,2294.8,5.42%,"1,33,86,36,340",5.5
25-11-2016,4085,2294.8,5.42%,"1,33,86,36,340",5.5
26-11-2016,4844,2294.8,5.42%,"1,33,86,36,340",5.5
27-11-2016,4814,2294.8,5.42%,"1,33,86,36,340",5.5
28-11-2016,2077,2294.8,5.42%,"1,33,86,36,340",5.5
29-11-2016,646,2294.8,5.42%,"1,33,86,36,340",5.5
30-11-2016,4850,2294.8,5.42%,"1,33,86,36,340",5.5
31-11-2016,2457,2294.8,5.42%,"1,33,86,36,340",5.5
01-12-2016,815,2294.8,5.42%,"1,33,86,36,340",5.5
02-12-2016,6866,2294.8,5.42%,"1,33,86,36,340",5.5
03-12-2016,3415,2294.8,5.42%,"1,33,86,36,340",5.5
04-12-2016,1826,2294.8,5.42%,"1,33,86,36,340",5.5
05-12-2016,633,2294.8,5.42%,"1,33,86,36,340",5.5
06-12-2016,307,2294.8,5.42%,"1,33,86,36,340",5.5
07-12-2016,5787,2294.8,5.42%,"1,33,86,36,340",5.5
08-12-2016,6802,2294.8,5.42%,"1,33,86,36,340",5.5
09-12-2016,4899,2294.8,5.42%,"1,33,86,36,340",5.5
10-12-2016,6474,2294.8,5.42%,"1,33,86,36,340",5.5
11-12-2016,6497,2294.8,5.42%,"1,33,86,36,340",5.5
12-12-2016,4514,2294.8,5.42%,"1,33,86,36,340",5.5
13-12-2016,2838,2294.8,5.42%,"1,33,86,36,340",5.5
14-12-2016,1518,2294.8,5.42%,"1,33,86,36,340",5.5
15-12-2016,6276,2294.8,5.42%,"1,33,86,36,340",5.5
16-12-2016,4653,2294.8,5.42%,"1,33,86,36,340",5.5
17-12-2016,4094,2294.8,5.42%,"1,33,86,36,340",5.5
18-12-2016,2593,2294.8,5.42%,"1,33,86,36,340",5.5
19-12-2016,833,2294.8,5.42%,"1,33,86,36,340",5.5
20-12-2016,6775,2294.8,5.42%,"1,33,86,36,340",5.5
21-12-2016,5480,2294.8,5.42%,"1,33,86,36,340",5.5
22-12-2016,6744,2294.8,5.42%,"1,33,86,36,340",5.5
23-12-2016,5080,2294.8,5.42%,"1,33,86,36,340",5.5
24-12-2016,3403,2294.8,5.42%,"1,33,86,36,340",5.5
25-12-2016,7277,2294.8,5.42%,"1,33,86,36,340",5.5
26-12-2016,5882,2294.8,5.42%,"1,33,86,36,340",5.5
27-12-2016,7509,2294.8,5.42%,"1,33,86,36,340",5.5
28-12-2016,4696,2294.8,5.42%,"1,33,86,36,340",5.5
29-12-2016,3335,2294.8,5.42%,"1,33,86,36,340",5.5
30-12-2016,5391,2294.8,5.42%,"1,33,86,36,340",5.5
01-01-2017,3016,2651.47,5.36%,"1,35,41,95,680",4.5
02-01-2017,2554,2651.47,5.36%,"1,35,41,95,680",4.5
03-01-2017,4537,2651.47,5.36%,"1,35,41,95,680",4.5
04-01-2017,6337,2651.47,5.36%,"1,35,41,95,680",4.5
05-01-2017,5060,2651.47,5.36%,"1,35,41,95,680",4.5
06-01-2017,7837,2651.47,5.36%,"1,35,41,95,680",4.5
07-01-2017,3544,2651.47,5.36%,"1,35,41,95,680",4.5
08-01-2017,1570,2651.47,5.36%,"1,35,41,95,680",4.5
09-01-2017,4928,2651.47,5.36%,"1,35,41,95,680",4.5
10-01-2017,5264,2651.47,5.36%,"1,35,41,95,680",4.5
11-01-2017,6138,2651.47,5.36%,"1,35,41,95,680",4.5
12-01-2017,7919,2651.47,5.36%,"1,35,41,95,680",4.5
13-01-2017,1142,2651.47,5.36%,"1,35,41,95,680",4.5
14-01-2017,1684,2651.47,5.36%,"1,35,41,95,680",4.5
15-01-2017,2182,2651.47,5.36%,"1,35,41,95,680",4.5
16-01-2017,5975,2651.47,5.36%,"1,35,41,95,680",4.5
17-01-2017,3884,2651.47,5.36%,"1,35,41,95,680",4.5
18-01-2017,324,2651.47,5.36%,"1,35,41,95,680",4.5
19-01-2017,752,2651.47,5.36%,"1,35,41,95,680",4.5
20-01-2017,5686,2651.47,5.36%,"1,35,41,95,680",4.5
21-01-2017,4092,2651.47,5.36%,"1,35,41,95,680",4.5
22-01-2017,4988,2651.47,5.36%,"1,35,41,95,680",4.5
23-01-2017,5805,2651.47,5.36%,"1,35,41,95,680",4.5
24-01-2017,1177,2651.47,5.36%,"1,35,41,95,680",4.5
25-01-2017,7191,2651.47,5.36%,"1,35,41,95,680",4.5
26-01-2017,2623,2651.47,5.36%,"1,35,41,95,680",4.5
27-01-2017,3623,2651.47,5.36%,"1,35,41,95,680",4.5
28-01-2017,5876,2651.47,5.36%,"1,35,41,95,680",4.5
29-01-2017,797,2651.47,5.36%,"1,35,41,95,680",4.5
30-01-2017,4860,2651.47,5.36%,"1,35,41,95,680",4.5
31-01-2017,1618,2651.47,5.36%,"1,35,41,95,680",4.5
01-02-2017,720,2651.47,5.36%,"1,35,41,95,680",4.5
02-02-2017,584,2651.47,5.36%,"1,35,41,95,680",4.5
03-02-2017,5783,2651.47,5.36%,"1,35,41,95,680",4.5
04-02-2017,5448,2651.47,5.36%,"1,35,41,95,680",4.5
05-02-2017,7369,2651.47,5.36%,"1,35,41,95,680",4.5
06-02-2017,2300,2651.47,5.36%,"1,35,41,95,680",4.5
07-02-2017,2496,2651.47,5.36%,"1,35,41,95,680",4.5
08-02-2017,7753,2651.47,5.36%,"1,35,41,95,680",4.5
09-02-2017,752,2651.47,5.36%,"1,35,41,95,680",4.5
10-02-2017,6033,2651.47,5.36%,"1,35,41,95,680",4.5
11-02-2017,7263,2651.47,5.36%,"1,35,41,95,680",4.5
12-02-2017,2584,2651.47,5.36%,"1,35,41,95,680",4.5
13-02-2017,1245,2651.47,5.36%,"1,35,41,95,680",4.5
14-02-2017,1546,2651.47,5.36%,"1,35,41,95,680",4.5
15-02-2017,2451,2651.47,5.36%,"1,35,41,95,680",4.5
16-02-2017,1039,2651.47,5.36%,"1,35,41,95,680",4.5
17-02-2017,3011,2651.47,5.36%,"1,35,41,95,680",4.5
18-02-2017,7071,2651.47,5.36%,"1,35,41,95,680",4.5
19-02-2017,4540,2651.47,5.36%,"1,35,41,95,680",4.5
20-02-2017,2904,2651.47,5.36%,"1,35,41,95,680",4.5
21-02-2017,7912,2651.47,5.36%,"1,35,41,95,680",4.5
22-02-2017,4749,2651.47,5.36%,"1,35,41,95,680",4.5
23-02-2017,3736,2651.47,5.36%,"1,35,41,95,680",4.5
24-02-2017,2607,2651.47,5.36%,"1,35,41,95,680",4.5
25-02-2017,3715,2651.47,5.36%,"1,35,41,95,680",4.5
26-02-2017,4270,2651.47,5.36%,"1,35,41,95,680",4.5
27-02-2017,2442,2651.47,5.36%,"1,35,41,95,680",4.5
28-02-2017,924,2651.47,5.36%,"1,35,41,95,680",4.5
01-03-2017,5063,2651.47,5.36%,"1,35,41,95,680",4.5
02-03-2017,5720,2651.47,5.36%,"1,35,41,95,680",4.5
03-03-2017,1649,2651.47,5.36%,"1,35,41,95,680",4.5
04-03-2017,3498,2651.47,5.36%,"1,35,41,95,680",4.5
05-03-2017,2326,2651.47,5.36%,"1,35,41,95,680",4.5
06-03-2017,6177,2651.47,5.36%,"1,35,41,95,680",4.5
07-03-2017,720,2651.47,5.36%,"1,35,41,95,680",4.5
08-03-2017,6046,2651.47,5.36%,"1,35,41,95,680",4.5
09-03-2017,989,2651.47,5.36%,"1,35,41,95,680",4.5
10-03-2017,2372,2651.47,5.36%,"1,35,41,95,680",4.5
11-03-2017,1004,2651.47,5.36%,"1,35,41,95,680",4.5
12-03-2017,3699,2651.47,5.36%,"1,35,41,95,680",4.5
13-03-2017,7174,2651.47,5.36%,"1,35,41,95,680",4.5
14-03-2017,2903,2651.47,5.36%,"1,35,41,95,680",4.5
15-03-2017,2695,2651.47,5.36%,"1,35,41,95,680",4.5
16-03-2017,5412,2651.47,5.36%,"1,35,41,95,680",4.5
17-03-2017,2022,2651.47,5.36%,"1,35,41,95,680",4.5
18-03-2017,7456,2651.47,5.36%,"1,35,41,95,680",4.5
19-03-2017,616,2651.47,5.36%,"1,35,41,95,680",4.5
20-03-2017,6173,2651.47,5.36%,"1,35,41,95,680",4.5
21-03-2017,1034,2651.47,5.36%,"1,35,41,95,680",4.5
22-03-2017,5464,2651.47,5.36%,"1,35,41,95,680",4.5
23-03-2017,2404,2651.47,5.36%,"1,35,41,95,680",4.5
24-03-2017,2358,2651.47,5.36%,"1,35,41,95,680",4.5
25-03-2017,3714,2651.47,5.36%,"1,35,41,95,680",4.5
26-03-2017,7766,2651.47,5.36%,"1,35,41,95,680",4.5
27-03-2017,933,2651.47,5.36%,"1,35,41,95,680",4.5
28-03-2017,2269,2651.47,5.36%,"1,35,41,95,680",4.5
29-03-2017,404,2651.47,5.36%,"1,35,41,95,680",4.5
30-03-2017,7021,2651.47,5.36%,"1,35,41,95,680",4.5
31-03-2017,450,2651.47,5.36%,"1,35,41,95,680",4.5
01-04-2017,487,2651.47,5.36%,"1,35,41,95,680",4.5
02-04-2017,4835,2651.47,5.36%,"1,35,41,95,680",4.5
03-04-2017,4008,2651.47,5.36%,"1,35,41,95,680",4.5
04-04-2017,3258,2651.47,5.36%,"1,35,41,95,680",4.5
05-04-2017,6982,2651.47,5.36%,"1,35,41,95,680",4.5
06-04-2017,6368,2651.47,5.36%,"1,35,41,95,680",4.5
07-04-2017,4148,2651.47,5.36%,"1,35,41,95,680",4.5
08-04-2017,722,2651.47,5.36%,"1,35,41,95,680",4.5
09-04-2017,527,2651.47,5.36%,"1,35,41,95,680",4.5
10-04-2017,7451,2651.47,5.36%,"1,35,41,95,680",4.5
11-04-2017,2317,2651.47,5.36%,"1,35,41,95,680",4.5
12-04-2017,1801,2651.47,5.36%,"1,35,41,95,680",4.5
13-04-2017,5571,2651.47,5.36%,"1,35,41,95,680",4.5
14-04-2017,3375,2651.47,5.36%,"1,35,41,95,680",4.5
15-04-2017,5932,2651.47,5.36%,"1,35,41,95,680",4.5
16-04-2017,2466,2651.47,5.36%,"1,35,41,95,680",4.5
17-04-2017,7640,2651.47,5.36%,"1,35,41,95,680",4.5
18-04-2017,5478,2651.47,5.36%,"1,35,41,95,680",4.5
19-04-2017,4348,2651.47,5.36%,"1,35,41,95,680",4.5
20-04-2017,4563,2651.47,5.36%,"1,35,41,95,680",4.5
21-04-2017,3159,2651.47,5.36%,"1,35,41,95,680",4.5
22-04-2017,5254,2651.47,5.36%,"1,35,41,95,680",4.5
23-04-2017,4899,2651.47,5.36%,"1,35,41,95,680",4.5
24-04-2017,2995,2651.47,5.36%,"1,35,41,95,680",4.5
25-04-2017,3334,2651.47,5.36%,"1,35,41,95,680",4.5
26-04-2017,3167,2651.47,5.36%,"1,35,41,95,680",4.5
27-04-2017,1022,2651.47,5.36%,"1,35,41,95,680",4.5
28-04-2017,615,2651.47,5.36%,"1,35,41,95,680",4.5
29-04-2017,2339,2651.47,5.36%,"1,35,41,95,680",4.5
30-04-2017,7533,2651.47,5.36%,"1,35,41,95,680",4.5
01-05-2017,2489,2651.47,5.36%,"1,35,41,95,680",4.5
02-05-2017,7823,2651.47,5.36%,"1,35,41,95,680",4.5
03-05-2017,7293,2651.47,5.36%,"1,35,41,95,680",4.5
04-05-2017,2987,2651.47,5.36%,"1,35,41,95,680",4.5
05-05-2017,7287,2651.47,5.36%,"1,35,41,95,680",4.5
06-05-2017,6812,2651.47,5.36%,"1,35,41,95,680",4.5
07-05-2017,1478,2651.47,5.36%,"1,35,41,95,680",4.5
08-05-2017,3974,2651.47,5.36%,"1,35,41,95,680",4.5
09-05-2017,1726,2651.47,5.36%,"1,35,41,95,680",4.5
10-05-2017,2444,2651.47,5.36%,"1,35,41,95,680",4.5
11-05-2017,2350,2651.47,5.36%,"1,35,41,95,680",4.5
12-05-2017,4037,2651.47,5.36%,"1,35,41,95,680",4.5
13-05-2017,6509,2651.47,5.36%,"1,35,41,95,680",4.5
14-05-2017,3638,2651.47,5.36%,"1,35,41,95,680",4.5
15-05-2017,7878,2651.47,5.36%,"1,35,41,95,680",4.5
16-05-2017,4671,2651.47,5.36%,"1,35,41,95,680",4.5
17-05-2017,2357,2651.47,5.36%,"1,35,41,95,680",4.5
18-05-2017,5987,2651.47,5.36%,"1,35,41,95,680",4.5
19-05-2017,2422,2651.47,5.36%,"1,35,41,95,680",4.5
20-05-2017,1089,2651.47,5.36%,"1,35,41,95,680",4.5
21-05-2017,4516,2651.47,5.36%,"1,35,41,95,680",4.5
22-05-2017,4809,2651.47,5.36%,"1,35,41,95,680",4.5
23-05-2017,3061,2651.47,5.36%,"1,35,41,95,680",4.5
24-05-2017,3331,2651.47,5.36%,"1,35,41,95,680",4.5
25-05-2017,2169,2651.47,5.36%,"1,35,41,95,680",4.5
26-05-2017,4407,2651.47,5.36%,"1,35,41,95,680",4.5
27-05-2017,3143,2651.47,5.36%,"1,35,41,95,680",4.5
28-05-2017,2004,2651.47,5.36%,"1,35,41,95,680",4.5
29-05-2017,6632,2651.47,5.36%,"1,35,41,95,680",4.5
30-05-2017,6531,2651.47,5.36%,"1,35,41,95,680",4.5
31-05-2017,5172,2651.47,5.36%,"1,35,41,95,680",4.5
01-06-2017,2826,2651.47,5.36%,"1,35,41,95,680",4.5
02-06-2017,5331,2651.47,5.36%,"1,35,41,95,680",4.5
03-06-2017,1596,2651.47,5.36%,"1,35,41,95,680",4.5
04-06-2017,7724,2651.47,5.36%,"1,35,41,95,680",4.5
05-06-2017,3735,2651.47,5.36%,"1,35,41,95,680",4.5
06-06-2017,1769,2651.47,5.36%,"1,35,41,95,680",4.5
07-06-2017,2208,2651.47,5.36%,"1,35,41,95,680",4.5
08-06-2017,1788,2651.47,5.36%,"1,35,41,95,680",4.5
09-06-2017,4354,2651.47,5.36%,"1,35,41,95,680",4.5
10-06-2017,1029,2651.47,5.36%,"1,35,41,95,680",4.5
11-06-2017,7848,2651.47,5.36%,"1,35,41,95,680",4.5
12-06-2017,856,2651.47,5.36%,"1,35,41,95,680",4.5
13-06-2017,5350,2651.47,5.36%,"1,35,41,95,680",4.5
14-06-2017,5236,2651.47,5.36%,"1,35,41,95,680",4.5
15-06-2017,2518,2651.47,5.36%,"1,35,41,95,680",4.5
16-06-2017,5571,2651.47,5.36%,"1,35,41,95,680",4.5
17-06-2017,527,2651.47,5.36%,"1,35,41,95,680",4.5
18-06-2017,6723,2651.47,5.36%,"1,35,41,95,680",4.5
19-06-2017,3961,2651.47,5.36%,"1,35,41,95,680",4.5
20-06-2017,3696,2651.47,5.36%,"1,35,41,95,680",4.5
21-06-2017,2064,2651.47,5.36%,"1,35,41,95,680",4.5
22-06-2017,3408,2651.47,5.36%,"1,35,41,95,680",4.5
23-06-2017,2781,2651.47,5.36%,"1,35,41,95,680",4.5
24-06-2017,5278,2651.47,5.36%,"1,35,41,95,680",4.5
25-06-2017,6027,2651.47,5.36%,"1,35,41,95,680",4.5
26-06-2017,7515,2651.47,5.36%,"1,35,41,95,680",4.5
27-06-2017,2965,2651.47,5.36%,"1,35,41,95,680",4.5
28-06-2017,7160,2651.47,5.36%,"1,35,41,95,680",4.5
29-06-2017,5632,2651.47,5.36%,"1,35,41,95,680",4.5
30-06-2017,3121,2651.47,5.36%,"1,35,41,95,680",4.5
01-07-2017,1216,2651.47,5.36%,"1,35,41,95,680",4.5
02-07-2017,5857,2651.47,5.36%,"1,35,41,95,680",4.5
03-07-2017,5221,2651.47,5.36%,"1,35,41,95,680",4.5
04-07-2017,1145,2651.47,5.36%,"1,35,41,95,680",4.5
05-07-2017,1153,2651.47,5.36%,"1,35,41,95,680",4.5
06-07-2017,1077,2651.47,5.36%,"1,35,41,95,680",4.5
07-07-2017,4957,2651.47,5.36%,"1,35,41,95,680",4.5
08-07-2017,4366,2651.47,5.36%,"1,35,41,95,680",4.5
09-07-2017,885,2651.47,5.36%,"1,35,41,95,680",4.5
10-07-2017,6493,2651.47,5.36%,"1,35,41,95,680",4.5
11-07-2017,6445,2651.47,5.36%,"1,35,41,95,680",4.5
12-07-2017,6984,2651.47,5.36%,"1,35,41,95,680",4.5
13-07-2017,4725,2651.47,5.36%,"1,35,41,95,680",4.5
14-07-2017,3385,2651.47,5.36%,"1,35,41,95,680",4.5
15-07-2017,5907,2651.47,5.36%,"1,35,41,95,680",4.5
16-07-2017,4043,2651.47,5.36%,"1,35,41,95,680",4.5
17-07-2017,4383,2651.47,5.36%,"1,35,41,95,680",4.5
18-07-2017,2161,2651.47,5.36%,"1,35,41,95,680",4.5
19-07-2017,1543,2651.47,5.36%,"1,35,41,95,680",4.5
20-07-2017,6005,2651.47,5.36%,"1,35,41,95,680",4.5
21-07-2017,7086,2651.47,5.36%,"1,35,41,95,680",4.5
22-07-2017,7841,2651.47,5.36%,"1,35,41,95,680",4.5
23-07-2017,1184,2651.47,5.36%,"1,35,41,95,680",4.5
24-07-2017,4779,2651.47,5.36%,"1,35,41,95,680",4.5
25-07-2017,7806,2651.47,5.36%,"1,35,41,95,680",4.5
26-07-2017,1317,2651.47,5.36%,"1,35,41,95,680",4.5
27-07-2017,682,2651.47,5.36%,"1,35,41,95,680",4.5
28-07-2017,3245,2651.47,5.36%,"1,35,41,95,680",4.5
29-07-2017,1983,2651.47,5.36%,"1,35,41,95,680",4.5
